From;To;Type;Through;-1;-1;-1;-1;Comment
1286;1255;major_river;;-1;-1;-1;-1;Edusa to Tangrene
1137;1176;major_river;;-1;-1;-1;-1;Vinsoth to Axxila
1137;1224;major_river;;-1;-1;-1;-1;Vinsoth to Drackmar
1244;1224;major_river;;-1;-1;-1;-1;Botajef to Drackmar
1137;1017;major_river;;-1;-1;-1;-1;Vinsoth to Shaum Hii
0824;1017;major_river;;-1;-1;-1;-1;Agamar to Shaum Hii
0824;0907;major_river;;-1;-1;-1;-1;Agamar to Borgo Prime
0914;0907;major_river;;-1;-1;-1;-1;Er'Kit to Borgo Prime
0914;1080;major_river;;-1;-1;-1;-1;Er'Kit to G'wenee
1152;1080;major_river;;-1;-1;-1;-1;Halmad to G'wenee
1152;1168;major_river;;-1;-1;-1;-1;Halmad to Thomquizzar
1172;1168;major_river;;-1;-1;-1;-1;Wrodi to Thomquizzar
1197;1168;major_river;;-1;-1;-1;-1;Bandomeer to Thomquizzar
0824;0800;major_river;;-1;-1;-1;-1;Agamar to Cademimu
0773;0800;major_river;;-1;-1;-1;-1;Noonar to Cademimu
0773;0738;major_river;;-1;-1;-1;-1;Noonar to Ithor
0747;0738;major_river;;-1;-1;-1;-1;Genassa to Ithor
0747;0601;major_river;;-1;-1;-1;-1;Genassa to Korvaii
0477;0601;major_river;;-1;-1;-1;-1;Ord Mantell to Korvaii
0477;0421;major_river;;-1;-1;-1;-1;Ord Mantell to Dohu
0337;0421;major_river;;-1;-1;-1;-1;Nentan to Dohu
0337;0281;major_river;;-1;-1;-1;-1;Nentan to Vortex
0229;0281;major_river;;-1;-1;-1;-1;Station 88 to Vortex
0229;0231;major_river;;-1;-1;-1;-1;Station 88 to Vicondor
1137;1136;major_river;;-1;-1;-1;-1;Vinsoth to Salin
1091;1136;major_river;;-1;-1;-1;-1;Ciutric to Salin
1091;1090;major_river;;-1;-1;-1;-1;Ciutric to Corvis Minor 
1089;1090;major_river;;-1;-1;-1;-1;Argazda to Corvis Minor
1089;1058;major_river;;-1;-1;-1;-1;Argazda to Bimmiel
0928;1058;major_river;;-1;-1;-1;-1;Birgis to Bimmiel
0928;0772;major_river;;-1;-1;-1;-1;Birgis to Seline
0658;0772;major_river;;-1;-1;-1;-1;Sernpidal to Seline
0658;0589;major_river;;-1;-1;-1;-1;Sernpidal to Veragi
0551;0589;major_river;;-1;-1;-1;-1;Trassitan to Veragi
0551;0400;major_river;;-1;-1;-1;-1;Trassitan to Dubrillion
0289;0400;major_river;;-1;-1;-1;-1;Bescane to Dubrillion
0409;0400;major_river;;-1;-1;-1;-1;Ahakista to Dubrillion
0409;0472;major_river;;-1;-1;-1;-1;Ahakista to Dantooine
0527;0472;major_river;;-1;-1;-1;-1;Sinsang to Dantooine
0527;0561;major_river;;-1;-1;-1;-1;Sinsang to Anx Minor
0642;0561;major_river;;-1;-1;-1;-1;Gravlex Med to Anx Minor
0525;0561;major_river;;-1;-1;-1;-1;Ord Trasi to Anx Minor
0289;0277;major_river;;-1;-1;-1;-1;Bescane to Bastion
0220;0277;major_river;;-1;-1;-1;-1;Qonto to Bastion
0220;0194;major_river;;-1;-1;-1;-1;Qonto to Xerton
0289;0290;major_river;;-1;-1;-1;-1;Bescane to Jaemus
0252;0290;major_river;;-1;-1;-1;-1;Varvona to Jaemus
0252;0230;major_river;;-1;-1;-1;-1;Varvona to Dolis
0376;0290;major_river;;-1;-1;-1;-1;Gabredor to Jaemus
0376;0423;major_river;;-1;-1;-1;-1;Gabredor to Angor
0472;0423;major_river;;-1;-1;-1;-1;Dantooine to Angor
0310;0290;major_river;;-1;-1;-1;-1;Muunilinst to Jaemus
0310;0360;major_river;;-1;-1;-1;-1;Muunilinst to Venestria
0396;0360;major_river;;-1;-1;-1;-1;Kwevron to Venestria
0396;0427;major_river;;-1;-1;-1;-1;Kwevron to Fodro
0525;0427;major_river;;-1;-1;-1;-1;Ord Trasi to Fodro
0525;0401;major_river;;-1;-1;-1;-1;Ord Trasi to Aris
0347;0401;major_river;;-1;-1;-1;-1;Marmoth to Aris
0347;0327;major_river;;-1;-1;-1;-1;Marmoth to Cezith
0360;0327;major_river;;-1;-1;-1;-1;Venestria to Cezith
0280;0327;major_river;;-1;-1;-1;-1;Endoraan to Cezith
0267;0310;major_river;;-1;-1;-1;-1;Bisellia to Muunilinst
0280;0267;major_river;;-1;-1;-1;-1;Endoraan to Bisellia
0280;0218;major_river;;-1;-1;-1;-1;Endoraan to Gelda
0208;0218;major_river;;-1;-1;-1;-1;Delephr to Gelda
0208;0195;major_river;;-1;-1;-1;-1;Delephr to Ord Thoden
0280;0268;major_river;;-1;-1;-1;-1;Endoraan to Entralla
0254;0268;major_river;;-1;-1;-1;-1;Capza to Entralla
0234;0268;major_river;;-1;-1;-1;-1;Bextar to Entralla
0234;0190;major_river;;-1;-1;-1;-1;Bextar to Cantras Gola
0179;0190;major_river;;-1;-1;-1;-1;Valc to Cantras Gola
0179;0168;major_river;;-1;-1;-1;-1;Valc to Brodo Asogi
0160;0168;major_river;;-1;-1;-1;-1;Parshoone to Brodo Asogi
0254;0255;major_river;;-1;-1;-1;-1;Capza to Yaga Minor
0250;0255;major_river;;-1;-1;-1;-1;Ompersan to Yaga Minor
0250;0274;major_river;;-1;-1;-1;-1;Ompersan to Prefsbelt
0263;0274;major_river;;-1;-1;-1;-1;Borosk to Prefsbelt
0263;0191;major_river;;-1;-1;-1;-1;Borosk to Marquarra
0363;0401;major_river;;-1;-1;-1;-1;Mygeeto to Aris
0363;0364;major_river;;-1;-1;-1;-1;Mygeeto to Minashee
0384;0364;major_river;;-1;-1;-1;-1;Garqi to Minashee
0384;0344;major_river;;-1;-1;-1;-1;Garqi to Monhudle
0263;0344;major_river;;-1;-1;-1;-1;Borosk to Monhudle
0263;0371;major_river;;-1;-1;-1;-1;Borosk to Wistril
0417;0371;major_river;;-1;-1;-1;-1;Orinda to Wistril
0417;0424;major_river;;-1;-1;-1;-1;Orinda to Lonnaw
0436;0424;major_river;;-1;-1;-1;-1;Obredaan to Lonnaw
0436;0447;major_river;;-1;-1;-1;-1;Obredaan to Gonmore
0452;0447;major_river;;-1;-1;-1;-1;Ord Tessebok to Gonmore
0452;0468;major_river;;-1;-1;-1;-1;Ord Tessebok to Qiilura
0477;0468;major_river;;-1;-1;-1;-1;Ord Mantell to Qiilura
0694;0734;major_river;;-1;-1;-1;-1;Eiattu to Starforge Nebula
0806;0734;major_river;;-1;-1;-1;-1;Indupar to Starforge Nebula
0806;0837;major_river;;-1;-1;-1;-1;Indupar to Medth
1441;1446;major_river;;-1;-1;-1;-1;Kashyyyk to Tholatin
1453;1446;major_river;;-1;-1;-1;-1;Mytaranor to Tholatin
1453;1458;major_river;;-1;-1;-1;-1;Mytaranor to Pizilis
1478;1458;major_river;;-1;-1;-1;-1;Rorgam to Pizilis
1478;1497;major_river;;-1;-1;-1;-1;Rorgam to Ota
1479;1497;major_river;;-1;-1;-1;-1;Coachelle to Ota
1479;1459;major_river;;-1;-1;-1;-1;Coachelle to Terr'Skiar
1459;1458;major_river;;-1;-1;-1;-1;Terr'Skiar to Pizilis
1441;1467;major_river;;-1;-1;-1;-1;Kashyyyk to Rakhuun
1484;1467;major_river;;-1;-1;-1;-1;Chamble to Rakhuun
1484;1504;major_river;;-1;-1;-1;-1;Chamble to Messert
1514;1504;major_river;;-1;-1;-1;-1;Randon to Messert
1514;1497;major_river;;-1;-1;-1;-1;Randon to Ota
1514;1602;major_river;;-1;-1;-1;-1;Randon to Yitabo
1586;1602;major_river;;-1;-1;-1;-1;Durkteel to Yitabo
1586;1565;major_river;;-1;-1;-1;-1;Durkteel to Sneeve
1513;1565;major_river;;-1;-1;-1;-1;Kwookrr to Sneeve
1513;1441;major_river;;-1;-1;-1;-1;Kwookrr to Kashyyyk
1694;1602;major_river;;-1;-1;-1;-1;Chalacta to Yitabo
1694;1722;major_river;;-1;-1;-1;-1;Chalacta to Ilos
1748;1722;major_river;;-1;-1;-1;-1;Ilos Minor to Ilos
1748;1786;major_river;;-1;-1;-1;-1;Ilos Minor to Nar Kreeta
1808;1786;major_river;;-1;-1;-1;-1;Nimban to Nar Kreeta
1740;1786;major_river;;-1;-1;-1;-1;Nar Bo Sholla to Nar Kreeta
1740;1702;major_river;;-1;-1;-1;-1;Nar Bo Sholla to Keldooine
1691;1702;major_river;;-1;-1;-1;-1;Kwenn to Keldooine
1691;1607;major_river;;-1;-1;-1;-1;Kwenn to Ubrikkia
1555;1607;major_river;;-1;-1;-1;-1;Blimph to Ubrikkia
1555;1514;major_river;;-1;-1;-1;-1;Blimph to Randon
1526;1514;major_river;;-1;-1;-1;-1;Deysum to Randon
1526;1485;major_river;;-1;-1;-1;-1;Deysum to Bissillirus
1459;1485;major_river;;-1;-1;-1;-1;Terr'Skiar to Bissillirus
1526;1520;major_river;;-1;-1;-1;-1;Deysum to Lexrul
1536;1520;major_river;;-1;-1;-1;-1;Uogo'cor to Lexrul
1536;1666;major_river;;-1;-1;-1;-1;Uogo'cor to Tol Amn
1536;1521;major_river;;-1;-1;-1;-1;Uogo'cor to Nanth'ri
1714;1666;major_river;;-1;-1;-1;-1;Toydaria to Tol Amn
1714;1737;major_river;;-1;-1;-1;-1;Toydaria to Kleeva
1765;1737;major_river;;-1;-1;-1;-1;Nal Hutta to Kleeva
1740;1772;major_river;;-1;-1;-1;-1;Nar Bo Sholla to Irith
1787;1772;major_river;;-1;-1;-1;-1;Du Hutta to Irith
1787;1765;major_river;;-1;-1;-1;-1;Du Hutta to Nal Hutta
1838;1765;major_river;;-1;-1;-1;-1;Hosko to Nal Hutta
1838;1884;major_river;;-1;-1;-1;-1;Hosko to Varl
1860;1884;major_river;;-1;-1;-1;-1;Gos Hutta to Varl
1860;1863;major_river;;-1;-1;-1;-1;Gos Hutta to Mulatan
1880;1863;major_river;;-1;-1;-1;-1;Sleheyron to Mulatan
1860;1895;major_river;;-1;-1;-1;-1;Gos Hutta to Langoona
1923;1895;major_river;;-1;-1;-1;-1;Elgit to Langoona
1923;1916;major_river;;-1;-1;-1;-1;Elgit to Zisia
1915;1916;major_river;;-1;-1;-1;-1;Ulmatra to Zisia
1923;1939;major_river;;-1;-1;-1;-1;Elgit to Usk
1944;1939;major_river;;-1;-1;-1;-1;Moralan to Usk
1963;1939;major_river;;-1;-1;-1;-1;Saqqar to Usk
1963;1993;major_river;;-1;-1;-1;-1;Saqqar to Nar Haaska
2000;1993;major_river;;-1;-1;-1;-1;Droxu to Nar Haaska
1963;1960;major_river;;-1;-1;-1;-1;Saqqar to Tisht
1930;1960;major_river;;-1;-1;-1;-1;M'Hanna to Tisht
1930;1884;major_river;;-1;-1;-1;-1;M'Hanna to Varl
1930;1919;major_river;;-1;-1;-1;-1;M'Hanna to Sakifwanna
1923;1919;major_river;;-1;-1;-1;-1;Elgit to Sakifwanna
1968;1956;major_river;;-1;-1;-1;-1;Syvris to Unagin
1948;1956;major_river;;-1;-1;-1;-1;Riileb to Unagin
1924;1956;major_river;;-1;-1;-1;-1;Tsyk to Unagin
1924;1909;major_river;;-1;-1;-1;-1;Tsyk to Aylayl
1867;1909;major_river;;-1;-1;-1;-1;Hollastin to Aylayl
1867;1829;major_river;;-1;-1;-1;-1;Hollastin to Affavan
1778;1829;major_river;;-1;-1;-1;-1;Circumtore to Affavan
1778;1828;major_river;;-1;-1;-1;-1;Circumtore to Rorak
1765;1828;major_river;;-1;-1;-1;-1;Nal Hutta to Rorak
1904;1828;major_river;;-1;-1;-1;-1;Diyu to Rorak
1904;1959;major_river;;-1;-1;-1;-1;Diyu to Ylesia
1992;1959;major_river;;-1;-1;-1;-1;Ziugen to Ylesia
1992;2012;major_river;;-1;-1;-1;-1;Ziugen to Teth
1867;1857;major_river;;-1;-1;-1;-1;Hollastin to Xolu
1874;1857;major_river;;-1;-1;-1;-1;Far Pando to Xolu
1874;1898;major_river;;-1;-1;-1;-1;Far Pando to Near Pando
1778;1779;major_river;;-1;-1;-1;-1;Circumtore to Carnovia
1778;1574;major_river;;-1;-1;-1;-1;Circumtore to Daalang
1775;1779;major_river;;-1;-1;-1;-1;Nar Kaaga to Carnovia
1775;1734;major_river;;-1;-1;-1;-1;Nar Kaaga to Dohlban
1673;1734;major_river;;-1;-1;-1;-1;Void Station to Dohlban
1673;1638;major_river;;-1;-1;-1;-1;Void Station to Bothawui
1641;1638;major_river;;-1;-1;-1;-1;Moonus Mandel to Bothawui
1641;1620;major_river;;-1;-1;-1;-1;Moonus Mandel to Lannik
1620;1574;major_river;;-1;-1;-1;-1;Lannik to Daalang
1651;1638;major_river;;-1;-1;-1;-1;Kothlis to Bothawui
1651;1665;major_river;;-1;-1;-1;-1;Kothlis to Thoran
1695;1665;major_river;;-1;-1;-1;-1;Zygia to Thoran
1695;1713;major_river;;-1;-1;-1;-1;Zygia to Holess
1723;1713;major_river;;-1;-1;-1;-1;Boranda to Holess
1723;1741;major_river;;-1;-1;-1;-1;Boranda to Manda
1764;1741;major_river;;-1;-1;-1;-1;Dennaskar to Manda
1764;1783;major_river;;-1;-1;-1;-1;Dennaskar to Rishi
1803;1783;major_river;;-1;-1;-1;-1;Ukio to Rishi
1803;1806;major_river;;-1;-1;-1;-1;Ukio to Molavar
1592;1741;major_river;;-1;-1;-1;-1;Leritor to Manda
1592;1529;major_river;;-1;-1;-1;-1;Leritor to Thape
1517;1529;major_river;;-1;-1;-1;-1;Ando to Thape
1517;1499;major_river;;-1;-1;-1;-1;Ando to Mon Gaaza
1394;1470;major_river;;-1;-1;-1;-1;Druckenwell to Haseria
1491;1470;major_river;;-1;-1;-1;-1;Monastery to Haseria
1491;1540;major_river;;-1;-1;-1;-1;Monastery to Masterra
1558;1540;major_river;;-1;-1;-1;-1;Nexus Ortai to Masterra
1558;1592;major_river;;-1;-1;-1;-1;Nexus Ortai to Leritor
1558;1579;major_river;;-1;-1;-1;-1;Nexus Ortai to Spirador
1638;1579;major_river;;-1;-1;-1;-1;Bothawui to Spirador
1558;1563;major_river;;-1;-1;-1;-1;Nexus Ortai to Bresnia
1587;1563;major_river;;-1;-1;-1;-1;Dressel to Bresnia
1587;1620;major_river;;-1;-1;-1;-1;Dressel to Lannik
1556;1574;major_river;;-1;-1;-1;-1;Thokosia to Daalang
1556;1537;major_river;;-1;-1;-1;-1;Thokosia to Shador
1507;1537;major_river;;-1;-1;-1;-1;Chokan to Shador
1507;1500;major_river;;-1;-1;-1;-1;Chokan to Deneba
1482;1500;major_river;;-1;-1;-1;-1;Beris to Deneba
1482;1468;major_river;;-1;-1;-1;-1;Beris to Hoylin
1438;1468;major_river;;-1;-1;-1;-1;Aikhibba to Hoylin
1438;1341;major_river;;-1;-1;-1;-1;Aikhibba to Charra
1527;1574;major_river;;-1;-1;-1;-1;Nixor to Daalang
1527;1521;major_river;;-1;-1;-1;-1;Nixor to Nanth'ri
1431;1521;major_river;;-1;-1;-1;-1;Attahox to Nanth'ri
1431;1339;major_river;;-1;-1;-1;-1;Attahox to Zaloriis
1290;1339;major_river;;-1;-1;-1;-1;Mimban to Zaloriis
1290;1292;major_river;;-1;-1;-1;-1;Mimban to Fabrin
1174;1292;major_river;;-1;-1;-1;-1;Gyndine to Fabrin
1174;1142;major_river;;-1;-1;-1;-1;Gyndine to Antar
1059;1142;major_river;;-1;-1;-1;-1;Quellor to Antar
1174;1216;major_river;;-1;-1;-1;-1;Gyndine to Reytha
1259;1216;major_river;;-1;-1;-1;-1;Chanosant to Reytha
1259;1285;major_river;;-1;-1;-1;-1;Chanosant to Trammen
1319;1285;major_river;;-1;-1;-1;-1;Belasco to Trammen
1319;1354;major_river;;-1;-1;-1;-1;Belasco to Zirulast
1423;1354;major_river;;-1;-1;-1;-1;New Apsolon to Zirulast
1423;1459;major_river;;-1;-1;-1;-1;New Apsolon to Terr'Skiar
1360;1338;major_river;;-1;-1;-1;-1;Gizer to Contruum
1309;1338;major_river;;-1;-1;-1;-1;Von-Alai to Contruum
1309;1233;major_river;;-1;-1;-1;-1;Von-Alai to Gravan
1204;1233;major_river;;-1;-1;-1;-1;Paonid to Gravan
1204;1158;major_river;;-1;-1;-1;-1;Paonid to Obroa-skai
1105;1158;major_river;;-1;-1;-1;-1;Levian to Obroa-skai
1105;1072;major_river;;-1;-1;-1;-1;Levian to Kroctar
1045;1072;major_river;;-1;-1;-1;-1;Telerath to Kroctar
1045;1012;major_river;;-1;-1;-1;-1;Telerath to Comkin
0938;1012;major_river;;-1;-1;-1;-1;Corsin to Comkin
0938;1054;major_river;;-1;-1;-1;-1;Corsin to Ploo
1098;1054;major_river;;-1;-1;-1;-1;Vulta to Ploo
1097;1098;major_river;;-1;-1;-1;-1;Cathar to Jebble
1197;1198;major_river;;-1;-1;-1;-1;Bandomeer to Gorm
1187;1198;major_river;;-1;-1;-1;-1;Vanquo to Gorm
1187;1172;major_river;;-1;-1;-1;-1;Vanquo to Wrodi
1187;1199;major_river;;-1;-1;-1;-1;Vanquo to Gargon
1187;1228;major_river;;-1;-1;-1;-1;Vanquo to Flashpoint
1260;1228;major_river;;-1;-1;-1;-1;Ordo to Flashpoint
1260;1279;major_river;;-1;-1;-1;-1;Ordo to Mandalore
0824;0710;major_river;;-1;-1;-1;-1;Agamar to Ketaris
0668;0710;major_river;;-1;-1;-1;-1;Fedje to Ketaris
0668;0614;major_river;;-1;-1;-1;-1;Fedje to Vuchelle
0533;0614;major_river;;-1;-1;-1;-1;Isiring to Vuchelle
0533;0435;major_river;;-1;-1;-1;-1;Isiring to New Bakstre
0415;0435;major_river;;-1;-1;-1;-1;Cassander to New Bakstre
0415;0384;major_river;;-1;-1;-1;-1;Cassander to Garqi
0415;0433;major_river;;-1;-1;-1;-1;Aris to Maelstrom Nebula
0483;0433;major_river;;-1;-1;-1;-1;Vykos to Maelstrom Nebula
0483;0613;major_river;;-1;-1;-1;-1;Vykos to Mantooine
0662;0613;major_river;;-1;-1;-1;-1;Horuz to Mantooine
0662;0695;major_river;;-1;-1;-1;-1;Horuz to Nam'ta
0682;0695;major_river;;-1;-1;-1;-1;Markbees Star to Nam'ta
0682;0697;major_river;;-1;-1;-1;-1;Markbees Star to Generis
0687;0697;major_river;;-1;-1;-1;-1;Devon to Generis
0687;0663;major_river;;-1;-1;-1;-1;Devon to Fest
0668;0663;major_river;;-1;-1;-1;-1;Fedje to Fest
1844;1865;major_river;;-1;-1;-1;-1;Estaria to Endregaad
1877;1865;major_river;;-1;-1;-1;-1;Raxus Prime to Endregaad
1877;1896;major_river;;-1;-1;-1;-1;Raxus Prime to Tion
1906;1896;major_river;;-1;-1;-1;-1;Argoon to Tion
1906;1913;major_river;;-1;-1;-1;-1;Argoon to Rudrig
1957;1913;major_river;;-1;-1;-1;-1;Gbu to Rudrig
1957;1966;major_river;;-1;-1;-1;-1;Gbu to Pakuuni
1947;1966;major_river;;-1;-1;-1;-1;Ton-Falk to Pakuuni
1947;1928;major_river;;-1;-1;-1;-1;Ton-Falk to Florn
1899;1928;major_river;;-1;-1;-1;-1;Toola to Florn
1899;1869;major_river;;-1;-1;-1;-1;Toola to Florn
1957;1936;major_river;;-1;-1;-1;-1;Gbu to Mullan
1932;1936;major_river;;-1;-1;-1;-1;Brigia to Mullan
1918;1913;major_river;;-1;-1;-1;-1;Clariv to Rudrig
1918;1925;major_river;;-1;-1;-1;-1;Clariv to Eredenn
1932;1925;major_river;;-1;-1;-1;-1;Brigia to Eredenn
1932;1934;major_river;;-1;-1;-1;-1;Brigia to Caluula
1921;1934;major_river;;-1;-1;-1;-1;Saheelindeel to Caluula
1940;1934;major_river;;-1;-1;-1;-1;Dellalt to Caluula
1940;2007;major_river;;-1;-1;-1;-1;Dellalt to Minntooine
1989;2007;major_river;;-1;-1;-1;-1;Eridicon to Minntooine
2015;2007;major_river;;-1;-1;-1;-1;Dac to Minntooine
1975;1966;major_river;;-1;-1;-1;-1;Shaylin to Pakuuni
1975;1988;major_river;;-1;-1;-1;-1;Shaylin to Turkana
2003;1988;major_river;;-1;-1;-1;-1;Munto Codru to Turkana
2003;2005;major_river;;-1;-1;-1;-1;Munto Codru to Reginard
2006;2005;major_river;;-1;-1;-1;-1;Ruisto to Reginard
2015;2006;major_river;;-1;-1;-1;-1;Dac to Ruisto
2015;2035;major_river;;-1;-1;-1;-1;Dac to Pinperu
2033;2035;major_river;;-1;-1;-1;-1;Damendine to Pinperu
2015;2025;major_river;;-1;-1;-1;-1;Dac to Pammant
2022;2025;major_river;;-1;-1;-1;-1;Mantan to Pammant
2022;2029;major_river;;-1;-1;-1;-1;Mantan to New Heurkea
2033;2046;major_river;;-1;-1;-1;-1;Damendine to Krinemonen
2053;2046;major_river;;-1;-1;-1;-1;Buchich to Krinemonen
2050;2046;major_river;;-1;-1;-1;-1;Hinakuu to Krinemonen
2050;2030;major_river;;-1;-1;-1;-1;Hinakuu to Sanctuary
2029;2030;major_river;;-1;-1;-1;-1;New Heurkea to Sanctuary
2041;2030;major_river;;-1;-1;-1;-1;Kamdon to Sanctuary
2041;2044;major_river;;-1;-1;-1;-1;Kamdon to Dornea
2048;2044;major_river;;-1;-1;-1;-1;Baros to Dornea
1922;1950;major_river;;-1;-1;-1;-1;Junkfort Station to Dagelin Minor
1964;1950;major_river;;-1;-1;-1;-1;Oseon to Dagelin Minor
1964;1971;major_river;;-1;-1;-1;-1;Oseon to Erilnar
1977;1971;major_river;;-1;-1;-1;-1;Scillar to Erilnar
1977;1990;major_river;;-1;-1;-1;-1;Scillar to Lekua
1996;1990;major_river;;-1;-1;-1;-1;Zebitrope to Lekua
1964;1981;major_river;;-1;-1;-1;-1;Oseon to Rafa
1987;1981;major_river;;-1;-1;-1;-1;Dela to Rafa
1987;1990;major_river;;-1;-1;-1;-1;Dela to Lekua
1964;1999;major_river;;-1;-1;-1;-1;Oseon to Ringneldia
2018;1999;major_river;;-1;-1;-1;-1;Dilonexa to Ringneldia
2018;2031;major_river;;-1;-1;-1;-1;Dilonexa to Uaua
2042;2031;major_river;;-1;-1;-1;-1;Paulking to Uaua
2042;2043;major_river;;-1;-1;-1;-1;Paulking to Douglas
1796;1719;major_river;;-1;-1;-1;-1;Hiit to Reltooine
1796;1788;major_river;;-1;-1;-1;-1;Hiit to Lythos
1796;1834;major_river;;-1;-1;-1;-1;Hiit to Attchorb
1847;1834;major_river;;-1;-1;-1;-1;Bonadan to Attchorb
1871;1834;major_river;;-1;-1;-1;-1;Ocsin to Attchorb
1871;1847;major_river;;-1;-1;-1;-1;Ocsin to Bonadan
1871;1891;major_river;;-1;-1;-1;-1;Ocsin to Kamar
1871;1858;major_river;;-1;-1;-1;-1;Ocsin to Issagra
1836;1858;major_river;;-1;-1;-1;-1;Kalla to Issagra
1864;1891;major_river;;-1;-1;-1;-1;Farana to Kamar
1864;1855;major_river;;-1;-1;-1;-1;Farana to Hulls Star
1827;1855;major_river;;-1;-1;-1;-1;Mytus to Hulls Star
1805;1834;major_river;;-1;-1;-1;-1;Perin to Attchorb
1805;1784;major_river;;-1;-1;-1;-1;Perin to Brochiib
1745;1784;major_river;;-1;-1;-1;-1;Pypin to Brochiib
1745;1728;major_river;;-1;-1;-1;-1;Pypin to Trian
1823;1785;major_river;;-1;-1;-1;-1;Janodral Mizar to Sembla
1736;1785;major_river;;-1;-1;-1;-1;Syngia to Sembla
1877;1928;major_river;;-1;-1;-1;-1;Raxus Prime to Florn
2009;2007;major_river;;-1;-1;-1;-1;Poseidenna to Minntooine
0654;0696;major_river;;-1;-1;-1;-1;Broest to Xorth
0654;0595;major_river;;-1;-1;-1;-1;Broest to Aargau
0577;0595;major_river;;-1;-1;-1;-1;Yulant to Aargau
0577;0538;major_river;;-1;-1;-1;-1;Yulant to Spira
0469;0538;major_river;;-1;-1;-1;-1;Ruan to Spira
1919;1910;major_river;;-1;-1;-1;-1;Sakifwanna to Cyax
1860;1890;major_river;;-1;-1;-1;-1;Gos Hutta to Saki
1873;1846;major_river;;-1;-1;-1;-1;Lant to Iotra
1441;1610;major_river;;-1;-1;-1;-1;Kashyyyk to Trandosia
0885;0901;major_river;;-1;-1;-1;-1;Corellia to Nubia
0874;0901;major_river;;-1;-1;-1;-1;Duro to Nubia
1727;1771;major_river;;-1;-1;-1;-1;Bimmisaari to Xoman
1781;1771;major_river;;-1;-1;-1;-1;Boz Pity to Xoman
1781;1733;major_river;;-1;-1;-1;-1;Boz Pity to Alee
1753;1733;major_river;;-1;-1;-1;-1;Tal Nami to Alee
1753;1748;major_river;;-1;-1;-1;-1;Tal Nami to Ilos Minor
1187;1153;major_river;;-1;-1;-1;-1;Vanquo to Marca
1756;1724;major_river;;-1;-1;-1;-1;Thanium to Felucia 
1725;1724;major_river;;-1;-1;-1;-1;Mossak to Felucia
1725;1729;major_river;;-1;-1;-1;-1;Mossak to Galidraan
1762;1729;major_river;;-1;-1;-1;-1;Arcan to Galidraan
1696;1729;major_river;;-1;-1;-1;-1;Rhen Var to Galidraan
1696;1568;major_river;;-1;-1;-1;-1;Rhen Var to Lucazec 
0589;0591;major_river;;-1;-1;-1;-1;Veragi to Plesstil
0591;0617;major_river;;-1;-1;-1;-1;Plesstil to Helska ##Main Routes End
0237;0251;sea;;-1;-1;-1;-1;Kokash to Pollillus ##minor Routes Start
0251;0276;sea;;-1;-1;-1;-1;Pollillus to Galantos
0251;0295;sea;;-1;-1;-1;-1;Pollillus to J't'p'tan
0265;0276;sea;;-1;-1;-1;-1;Tamban to Galantos
0265;0291;sea;;-1;-1;-1;-1;Tamban to Aradia
0331;0291;sea;;-1;-1;-1;-1;Cal-Seti to Aradia
0497;0531;sea;;-1;-1;-1;-1;Velusia to Thorgeld
0679;0644;sea;;-1;-1;-1;-1;Skako to Basilisk
0741;0782;sea;;-1;-1;-1;-1;Yabol Opa to Belnar
0678;0704;sea;;-1;-1;-1;-1;Ralltiir to Jatir
0728;0704;sea;;-1;-1;-1;-1;Corann to Jatir
0729;0704;sea;;-1;-1;-1;-1;Teardrop to Jatir
0729;0756;sea;;-1;-1;-1;-1;Teardrop to Shelkonwa
0729;0699;sea;;-1;-1;-1;-1;Teardrop to Delle
0035;0037;sea;;-1;-1;-1;-1;Deko Neimoidia to Koru Neimoidia
0035;1000;sea;;-1;-1;-1;-1;Deko Neimoidia to Cato Neimoidia
1028;1081;sea;;-1;-1;-1;-1;Hensara to Darek
0375;353;sea;;-1;-1;-1;-1;Hyabb to Dachat
0282;353;sea;;-1;-1;-1;-1;Xa Fel to Dachat
0282;0313;sea;;-1;-1;-1;-1;Xa Fel to Ragoon
1096;1055;sea;;-1;-1;-1;-1;Faro to Commenor
0985;1043;sea;;-1;-1;-1;-1;Uquine to Resht 
1043;1067;sea;;-1;-1;-1;-1;Resht to Xobome
0821;0920;sea;;-1;-1;-1;-1;Sarapin to Pria
0957;0920;sea;;-1;-1;-1;-1;Humbarine to Pria
0821;0878;sea;;-1;-1;-1;-1;Ruul to Sarapin
0801;0878;sea;;-1;-1;-1;-1;Ruul to Perma 
0858;0815;sea;;-1;-1;-1;-1;Recopia to Lolnar 
0921;0944;sea;;-1;-1;-1;-1;Loretto to Seyugi 
0817;0758;sea;;-1;-1;-1;-1;Fedalle to Vuma 
0752;0758;sea;;-1;-1;-1;-1;Ator to Vuma 
0752;0787;sea;;-1;-1;-1;-1;Ator to Leria Kerlsil  
1474;1455;sea;;-1;-1;-1;-1;Andosha to Argus 
1439;1455;sea;;-1;-1;-1;-1;Zolan to Argus 
1439;1417;sea;;-1;-1;-1;-1;Zolan to Rintonne
1550;1532;sea;;-1;-1;-1;-1;Herdessa to Habassa
1530;1532;sea;;-1;-1;-1;-1;Retep to Habassa
1530;1566;sea;;-1;-1;-1;-1;Retep to Radnor
1589;1566;sea;;-1;-1;-1;-1;Ragna to Radnor
