province;red;green;blue;x;x
1810;241;174;88;Province1810;x
1811;125;169;42;Province1811;x
1812;162;166;3;Province1812;x
1813;106;17;109;Province1813;x
1814;119;34;59;Province1814;x
1815;142;143;72;Province1815;x
1816;129;243;76;Province1816;x
1817;77;188;89;Province1817;x
1818;161;39;103;Province1818;x
1819;122;77;100;Province1819;x
1820;237;11;83;Province1820;x
1821;210;4;75;Province1821;x
1822;238;166;31;Province1822;x
1823;165;35;91;Province1823;x
1824;241;252;39;Province1824;x
1825;193;14;121;Province1825;x
1826;109;145;48;Province1826;x
1827;82;118;119;Province1827;x
1828;89;14;52;Province1828;x
1829;214;127;63;Province1829;x
1830;177;211;19;Province1830;x
1831;168;231;100;Province1831;x
1832;253;143;32;Province1832;x
1833;219;227;56;Province1833;x
1834;198;32;64;Province1834;x
1835;127;243;70;Province1835;x
1836;215;181;53;Province1836;x
1837;215;98;67;Province1837;x
1838;155;125;19;Province1838;x
1839;153;123;124;Province1839;x
1840;172;246;117;Province1840;x
1841;131;232;8;Province1841;x
1842;201;182;64;Province1842;x
1843;66;13;17;Province1843;x
1844;249;210;20;Province1844;x
1845;91;59;113;Province1845;x
1846;194;110;52;Province1846;x
1847;137;178;64;Province1847;x
1848;73;202;2;Province1848;x
1849;131;11;98;Province1849;x
1850;242;0;58;Province1850;x
1851;119;48;33;Province1851;x
1852;93;181;37;Province1852;x
1853;80;52;60;Province1853;x
1854;154;14;62;Province1854;x
1855;215;71;125;Province1855;x
1856;198;173;118;Province1856;x
1857;222;164;72;Province1857;x
1858;149;75;21;Province1858;x
1859;231;94;13;Province1859;x
1860;178;143;56;Province1860;x
1861;84;31;9;Province1861;x
1862;243;229;121;Province1862;x
1863;232;74;3;Province1863;x
1864;101;42;100;Province1864;x
1865;136;29;113;Province1865;x
1866;167;221;55;Province1866;x
1867;112;120;116;Province1867;x
1868;157;14;31;Province1868;x
1869;82;103;37;Province1869;x
1870;95;163;62;Province1870;x
1871;75;174;23;Province1871;x
1872;233;135;108;Province1872;x
1873;254;225;86;Province1873;x
1874;132;97;125;Province1874;x
1875;106;238;96;Province1875;x
1876;192;17;91;Province1876;x
1877;215;217;65;Province1877;x
1878;75;136;95;Province1878;x
1879;145;134;72;Province1879;x
1880;133;110;14;Province1880;x
1881;216;221;34;Province1881;x
1882;254;155;73;Province1882;x
1883;154;125;109;Province1883;x
1884;189;155;121;Province1884;x
1885;109;161;24;Province1885;x
1886;131;108;106;Province1886;x
1887;245;185;72;Province1887;x
1888;163;180;44;Province1888;x
1889;168;206;108;Province1889;x
1890;161;160;117;Province1890;x
1891;93;233;25;Province1891;x
1892;97;80;50;Province1892;x
1893;146;223;54;Province1893;x
1894;128;199;7;Province1894;x
1895;158;88;75;Province1895;x
1896;97;183;8;Province1896;x
1897;97;27;43;Province1897;x
1898;205;20;83;Province1898;x
1899;204;244;43;Province1899;x
1900;183;31;44;Province1900;x
1901;125;188;82;Province1901;x
1902;154;99;33;Province1902;x
1903;83;205;94;Province1903;x
1904;247;12;4;Province1904;x
1905;197;18;90;Province1905;x
1906;241;74;45;Province1906;x
1907;164;249;79;Province1907;x
1908;254;245;69;Province1908;x
1909;211;218;84;Province1909;x
1910;237;166;6;Province1910;x
1911;67;145;112;Province1911;x
1912;80;124;43;Province1912;x
1913;91;176;23;Province1913;x
1914;162;78;45;Province1914;x
1915;210;224;18;Province1915;x
1916;116;147;96;Province1916;x
1917;117;132;84;Province1917;x
1918;148;167;67;Province1918;x
1919;151;31;59;Province1919;x
1920;81;135;30;Province1920;x
1921;176;79;107;Province1921;x
1922;197;16;117;Province1922;x
1923;66;103;20;Province1923;x
1924;129;219;117;Province1924;x
1925;155;13;91;Province1925;x
1926;181;99;65;Province1926;x
1927;76;85;2;Province1927;x
1928;212;233;16;Province1928;x
1929;98;233;83;Province1929;x
1930;163;85;124;Province1930;x
1931;129;229;121;Province1931;x
1932;222;61;27;Province1932;x
1933;198;39;119;Province1933;x
1934;225;210;34;Province1934;x
1935;178;129;42;Province1935;x
1936;232;223;54;Province1936;x
1937;235;196;96;Province1937;x
1938;188;51;61;Province1938;x
1939;174;8;17;Province1939;x
1940;165;16;122;Province1940;x
1941;100;54;52;Province1941;x
1942;228;199;25;Province1942;x
1943;109;178;75;Province1943;x
1944;106;34;41;Province1944;x
1945;139;188;80;Province1945;x
1946;72;13;16;Province1946;x
1947;156;49;124;Province1947;x
1948;126;252;60;Province1948;x
1949;197;225;53;Province1949;x
1950;225;174;19;Province1950;x
1951;177;40;0;Province1951;x
1952;136;210;66;Province1952;x
1953;88;126;77;Province1953;x
1954;111;128;116;Province1954;x
1955;213;114;42;Province1955;x
1956;180;212;15;Province1956;x
1957;172;101;88;Province1957;x
1958;252;179;22;Province1958;x
1959;125;229;100;Province1959;x
1960;72;221;62;Province1960;x
1961;201;92;78;Province1961;x
1962;248;165;114;Province1962;x
1963;114;90;17;Province1963;x
1964;212;99;18;Province1964;x
1965;169;101;87;Province1965;x
1966;145;231;114;Province1966;x
1967;225;203;58;Province1967;x
1968;206;124;110;Province1968;x
1969;82;166;29;Province1969;x
1970;85;147;7;Province1970;x
1971;159;247;77;Province1971;x
1972;122;41;24;Province1972;x
1973;242;76;5;Province1973;x
1974;204;83;112;Province1974;x
1975;199;193;99;Province1975;x
1976;162;230;8;Province1976;x
1977;76;159;60;Province1977;x
1978;191;24;4;Province1978;x
1979;217;217;72;Province1979;x
1980;128;8;61;Province1980;x
1981;203;114;99;Province1981;x
1982;145;44;84;Province1982;x
1983;148;187;112;Province1983;x
1984;193;90;18;Province1984;x
1985;88;113;109;Province1985;x
1986;203;244;50;Province1986;x
1987;164;237;70;Province1987;x
1988;235;75;1;Province1988;x
1989;66;140;126;Province1989;x
1990;101;135;29;Province1990;x
1991;75;198;52;Province1991;x
1992;228;1;59;Province1992;x
1993;237;205;78;Province1993;x
1994;236;59;61;Province1994;x
1995;224;126;90;Province1995;x
1996;90;156;48;Province1996;x
1997;195;51;107;Province1997;x
1998;216;64;30;Province1998;x
1999;163;82;74;Province1999;x
2000;232;110;114;Province2000;x
2001;137;23;19;Province2001;x
2002;210;122;126;Province2002;x
2003;162;186;61;Province2003;x
2004;121;193;5;Province2004;x
2005;98;118;45;Province2005;x
2006;218;253;32;Province2006;x
2007;207;96;91;Province2007;x
2008;103;168;46;Province2008;x
2009;217;51;21;Province2009;x
2010;66;224;4;Province2010;x
2011;150;119;86;Province2011;x
2012;93;69;126;Province2012;x
2013;250;201;27;Province2013;x
2014;196;122;80;Province2014;x
2015;88;95;59;Province2015;x
2016;248;2;8;Province2016;x
2017;250;114;118;Province2017;x
2018;184;137;14;Province2018;x
2019;228;48;59;Province2019;x
2020;95;94;50;Province2020;x
2021;221;200;64;Province2021;x
2022;236;126;0;Province2022;x
2023;159;202;99;Province2023;x
2024;224;54;99;Province2024;x
2025;132;32;87;Province2025;x
2026;83;141;47;Province2026;x
2027;144;91;34;Province2027;x
2028;205;177;62;Province2028;x
2029;99;150;39;Province2029;x
2030;231;58;59;Province2030;x
2031;77;232;74;Province2031;x
2032;124;138;124;Province2032;x
2033;94;178;25;Province2033;x
2034;181;159;10;Province2034;x
2035;230;169;93;Province2035;x
2036;97;205;100;Province2036;x
2037;105;225;37;Province2037;x
2038;116;228;108;Province2038;x
2039;223;33;44;Province2039;x
2040;78;229;68;Province2040;x
2041;95;175;109;Province2041;x
2042;178;56;11;Province2042;x
2043;195;191;20;Province2043;x
2044;103;115;69;Province2044;x
2045;106;190;124;Province2045;x
2046;218;204;93;Province2046;x
2047;122;229;35;Province2047;x
2048;156;44;68;Province2048;x
2049;128;167;116;Province2049;x
2050;109;170;110;Province2050;x
2051;242;121;8;Province2051;x
2052;119;23;107;Province2052;x
2053;171;241;19;Province2053;x
2054;122;77;5;Province2054;x
2055;210;23;102;Province2055;x
2056;31;29;171;;x
2057;8;124;217;;x
2058;45;79;155;;x
2059;29;108;234;;x
2060;1;12;244;;x
2061;22;48;215;;x
2062;9;32;182;;x
2063;19;44;174;;x
2064;30;49;228;;x
2065;9;19;254;;x
2066;15;95;240;;x
2067;60;13;203;;x
2068;18;88;176;;x
2069;29;81;222;;x
2070;5;121;226;;x
2071;14;108;250;;x
2072;46;34;172;;x
2073;47;4;227;;x
2074;21;88;211;;x
2075;30;79;214;;x
2076;5;68;219;;x
2077;37;7;134;;x
2078;60;85;189;;x
2079;57;43;236;;x
2080;37;36;206;;x
2081;20;4;143;;x
2082;45;70;194;;x
2083;45;84;197;;x
2084;10;65;132;;x
2085;35;88;231;;x
2086;4;30;177;;x
2087;48;75;151;;x
2088;39;36;170;;x
2089;54;32;243;;x
2090;53;63;151;;x
2091;52;1;223;;x
2092;43;15;238;;x
2093;58;122;170;;x
2094;8;46;199;;x
2095;15;58;229;;x
2096;9;126;246;;x
2097;42;30;216;;x
2098;62;26;241;;x
2099;43;22;187;;x
2100;57;61;234;;x
2101;44;6;206;;x
2102;54;64;148;;x
2103;60;29;158;;x
2104;4;39;160;;x
2105;23;70;237;;x
2106;19;37;172;;x
2107;62;79;224;;x
2108;23;1;145;;x
2109;51;35;158;;x
2110;54;74;158;;x
2111;5;14;215;;x
2112;52;87;244;;x
2113;52;66;219;;x
2114;30;114;165;;x
2115;32;19;170;;x
2116;3;10;157;;x
2117;15;117;193;;x
2118;24;118;149;;x
2119;8;95;201;;x
2120;62;0;198;;x
2121;17;114;205;;x
2122;36;11;236;;x
2123;24;67;223;;x
2124;41;41;181;;x
2125;33;42;207;;x
2126;0;4;251;;x
2127;16;43;239;;x
2128;46;97;227;;x
2129;6;21;223;;x
2130;29;103;244;;x
2131;10;114;146;;x
2132;45;52;243;;x
2133;46;38;150;;x
2134;14;24;231;;x
2135;57;92;177;;x
2136;8;63;226;;x
2137;51;97;197;;x
2138;54;46;250;;x
2139;15;68;251;;x
2140;39;56;211;;x
2141;54;117;202;;x
2142;42;126;186;;x
2143;33;53;205;;x
2144;15;84;205;;x
2145;10;60;218;;x
2146;49;114;160;;x
2147;45;16;181;;x
2148;17;31;147;;x
2149;57;66;245;;x
2150;27;38;175;;x
2151;43;66;244;;x
2152;9;67;249;;x
2153;54;105;152;;x
2154;5;28;164;;x
2155;53;64;178;;x
2156;15;27;237;;x
2157;31;48;182;;x
2158;41;29;233;;x
2159;29;123;142;;x
2160;39;93;210;;x
2161;45;17;248;;x
2162;19;119;223;;x
2163;38;57;154;;x
2164;38;76;129;;x
2165;1;28;212;;x
2166;21;11;151;;x
2167;20;76;215;;x
2168;8;65;161;;x
2169;30;71;249;;x
2170;54;95;210;;x
2171;8;33;191;;x
2172;48;33;241;;x
2173;53;110;128;;x
2174;1;61;150;;x
2175;55;117;158;;x
2176;5;106;219;;x
2177;63;47;132;;x
2178;37;55;147;;x
2179;53;124;246;;x
2180;1;38;249;;x
2181;32;41;131;;x
2182;62;118;246;;x
2183;49;73;252;;x
2184;45;120;192;;x
2185;48;26;172;;x
2186;5;108;171;;x
2187;51;58;214;;x
2188;39;21;166;;x
2189;43;48;245;;x
2190;48;96;251;;x
2191;14;119;154;;x
2192;1;126;144;;x
2193;33;13;225;;x
2194;5;108;138;;x
2195;27;107;226;;x
2196;39;8;175;;x
2197;54;56;135;;x
2198;33;12;193;;x
2199;32;40;149;;x
2200;40;94;231;;x
2201;37;68;158;;x
2202;15;23;178;;x
2203;37;127;238;;x
2204;38;106;244;;x
2205;0;127;151;;x
2206;20;23;225;;x
2207;31;86;233;;x
2208;31;88;203;;x
2209;24;91;133;;x
2210;42;74;175;;x
2211;52;123;246;;x
2212;29;70;197;;x
2213;58;38;139;;x
2214;16;53;130;;x
2215;17;104;166;;x
2216;42;114;157;;x
2217;0;124;201;;x
2218;26;83;167;;x
2219;8;71;241;;x
2220;28;77;194;;x
2221;52;104;205;;x
2222;23;98;228;;x
2223;8;68;248;;x
2224;53;47;224;;x
2225;47;116;238;;x
2226;39;43;204;;x
2227;42;79;175;;x
2228;11;122;188;;x
2229;33;83;154;;x
2230;30;66;165;;x
2231;39;17;204;;x
2232;11;7;189;;x
2233;24;78;149;;x
2234;51;124;222;;x
2235;2;71;247;;x
2236;41;93;160;;x
2237;9;16;221;;x
2238;23;66;243;;x
2239;29;34;161;;x
2240;42;56;215;;x
2241;13;27;151;;x
2242;61;36;164;;x
2243;29;29;190;;x
2244;12;76;146;;x
2245;18;6;239;;x
2246;8;34;204;;x
2247;33;9;153;;x
2248;1;61;200;;x
2249;63;66;241;;x
2250;5;101;218;;x
2251;33;26;227;;x
2252;53;53;140;;x
2253;60;45;197;;x
2254;30;81;171;;x
2255;4;1;177;;x
2256;58;61;245;;x
2257;7;66;246;;x
2258;22;66;185;;x
2259;38;4;153;;x
2260;41;1;216;;x
2261;59;33;148;;x
2262;21;127;245;;x
2263;61;121;219;;x
2264;2;107;217;;x
2265;47;119;128;;x
2266;15;115;219;;x
2267;9;9;149;;x
2268;10;39;140;;x
2269;14;16;200;;x
2270;8;8;238;;x
2271;49;32;173;;x
2272;14;10;200;;x
2273;50;31;239;;x
2274;9;46;220;;x
2275;16;122;128;;x
2276;49;2;131;;x
2277;43;64;140;;x
2278;29;101;162;;x
2279;40;12;149;;x
2280;50;54;243;;x
2281;4;96;234;;x
2282;20;123;179;;x
2283;19;92;242;;x
2284;32;78;218;;x
2285;6;21;242;;x
2286;3;127;219;;x
2287;33;19;158;;x
2288;32;103;247;;x
2289;48;78;214;;x
2290;11;123;236;;x
2291;43;40;190;;x
2292;0;44;160;;x
2293;19;28;218;;x
2294;19;77;214;;x
2295;24;54;213;;x
2296;11;30;130;;x
2297;1;122;207;;x
2298;30;47;140;;x
2299;45;107;143;;x
2300;30;64;229;;x
2301;6;43;197;;x
2302;55;105;251;;x
2303;55;106;175;;x
2304;47;96;151;;x
2305;50;64;220;;x
2306;37;92;226;;x
2307;24;103;224;;x
2308;40;25;207;;x
2309;2;110;141;;x
2310;47;54;160;;x
2311;4;100;187;;x
2312;3;56;181;;x
2313;37;37;218;;x
2314;4;82;246;;x
2315;37;51;160;;x
2316;17;37;231;;x
2317;19;55;218;;x
2318;12;6;211;;x
2319;20;4;196;;x
2320;62;34;190;;x
2321;7;51;154;;x
2322;24;3;131;;x
2323;42;32;163;;x
2324;59;49;170;;x
2325;20;9;160;;x
2326;25;32;236;;x
2327;58;41;226;;x
2328;42;89;132;;x
2329;5;107;239;;x
2330;7;108;233;;x
2331;59;57;153;;x
2332;32;109;204;;x
2333;49;27;177;;x
2334;25;78;172;;x
2335;22;92;233;;x
2336;39;38;171;;x
2337;18;122;248;;x
2338;17;105;230;;x
2339;1;85;222;;x
2340;11;55;224;;x
2341;20;112;237;;x
2342;62;24;228;;x
2343;27;85;248;;x
2344;24;113;148;;x
2345;63;124;136;;x
2346;39;85;138;;x
2347;31;96;148;;x
2348;42;101;182;;x
2349;53;14;242;;x
2350;39;19;184;;x
2351;22;9;196;;x
2352;50;108;158;;x
2353;16;83;192;;x
2354;55;59;166;;x
2355;62;5;164;;x
2356;59;19;199;;x
2357;19;45;239;;x
2358;27;36;156;;x
2359;47;14;185;;x
2360;1;90;200;;x
2361;40;8;152;;x
2362;21;60;226;;x
2363;50;25;214;;x
2364;41;108;204;;x
2365;41;29;227;;x
2366;45;97;247;;x
2367;63;48;197;;x
2368;9;11;195;;x
2369;12;2;129;;x
2370;22;53;221;;x
2371;49;69;219;;x
2372;11;40;158;;x
2373;55;31;147;;x
2374;53;61;204;;x
2375;31;79;149;;x
2376;33;82;174;;x
2377;22;80;180;;x
2378;32;126;225;;x
2379;52;3;178;;x
2380;58;13;164;;x
2381;39;127;196;;x
2382;19;78;252;;x
2383;49;45;241;;x
2384;42;74;219;;x
2385;23;3;162;;x
2386;39;32;201;;x
2387;25;41;145;;x
2388;58;92;204;;x
2389;53;13;214;;x
2390;16;47;218;;x
2391;20;108;189;;x
2392;11;108;148;;x
2393;45;36;183;;x
2394;56;2;209;;x
2395;55;92;246;;x
2396;47;53;254;;x
2397;8;7;231;;x
2398;51;9;221;;x
2399;59;48;237;;x
2400;55;17;238;;x
2401;56;126;204;;x
2402;41;62;200;;x
2403;35;100;195;;x
2404;25;43;204;;x
2405;9;44;130;;x
2406;2;3;229;;x
2407;36;113;222;;x
2408;17;38;131;;x
2409;63;5;161;;x
2410;48;92;137;;x
2411;56;120;198;;x
2412;4;73;150;;x
2413;1;120;176;;x
2414;32;97;154;;x
2415;22;16;136;;x
2416;6;99;187;;x
2417;30;80;249;;x
2418;30;89;243;;x
